7
76	76	144
0	14	1.0
0	15	1.0
0	16	1.0
0	17	1.0
1	14	1.0
1	15	1.0
1	18	1.0
2	19	1.0
2	20	1.0
2	21	1.0
2	22	1.0
3	19	1.0
3	20	1.0
3	23	1.0
4	24	1.0
4	25	1.0
4	26	1.0
4	27	1.0
5	24	1.0
5	25	1.0
5	28	1.0
6	29	1.0
6	30	1.0
6	31	1.0
6	32	1.0
7	29	1.0
7	30	1.0
7	33	1.0
8	50	1.0
8	51	1.0
8	52	1.0
8	54	1.0
8	55	1.0
8	56	1.0
8	58	1.0
8	59	1.0
8	61	1.0
9	46	1.0
9	49	1.0
9	54	1.0
9	58	1.0
9	61	1.0
10	17	1.0
10	22	1.0
10	27	1.0
10	32	1.0
11	16	1.0
11	21	1.0
11	26	1.0
11	31	1.0
12	15	1.0
12	20	1.0
12	25	1.0
12	30	1.0
13	14	1.0
13	19	1.0
13	24	1.0
13	29	1.0
14	34	1.0
15	34	1.0
16	35	1.0
17	35	1.0
18	35	1.0
19	36	1.0
20	36	1.0
21	37	1.0
22	37	1.0
23	37	1.0
24	38	1.0
25	38	1.0
26	39	1.0
27	39	1.0
28	39	1.0
29	40	1.0
30	40	1.0
31	41	1.0
32	41	1.0
33	41	1.0
34	43	1.0
34	44	1.0
34	45	1.0
34	46	1.0
34	47	1.0
34	64	1.0
35	42	1.0
35	48	1.0
36	45	1.0
36	46	1.0
36	49	1.0
36	50	1.0
36	51	1.0
36	66	1.0
37	43	1.0
37	52	1.0
37	53	1.0
38	46	1.0
38	47	1.0
38	49	1.0
38	50	1.0
38	54	1.0
38	55	1.0
38	68	1.0
39	44	1.0
39	56	1.0
39	57	1.0
40	47	1.0
40	49	1.0
40	58	1.0
40	70	1.0
41	45	1.0
41	50	1.0
41	59	1.0
41	60	1.0
42	62	1.0
43	62	1.0
44	62	1.0
45	62	1.0
46	63	1.0
48	64	1.0
49	65	1.0
50	65	1.0
51	65	1.0
52	65	1.0
53	66	1.0
54	67	1.0
55	67	1.0
56	67	1.0
57	68	1.0
58	69	1.0
59	69	1.0
60	70	1.0
61	75	1.0
62	63	1.0
64	71	1.0
65	71	1.0
66	72	1.0
67	72	1.0
68	74	1.0
69	74	1.0
70	75	1.0
71	73	1.0
72	73	1.0
74	73	1.0
75	73	1.0

